flight_connection_id,ops_fid1,flight_id1,flight_id2,f1_sch_arr,f2_sch_dep,pax_sch_layover,conn1_num_passengers,conn1_min_mct,conn1_dest_cd,conn1_min_mct_sec,conn1_orig_cd,ops_fid2
2121FCA2025-12-03_UA_1305,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,1305DEN2025-12-04,1764805860,1764809100,3240,1,0,ATL,0,DEN,
2121FCA2025-12-03_UA_540,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,540DEN2025-12-04,1764805860,1764814500,8640,4,0,SAN,0,DEN,
616SBA2025-12-03_UA_4676,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,4676DEN2025-12-04,1764804540,1764808200,3660,1,0,LIT,0,DEN,
616SBA2025-12-03_UA_506,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,506DEN2025-12-04,1764804540,1764810600,6060,1,0,MCI,0,DEN,
2121FCA2025-12-03_UA_2613,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,2613DEN2025-12-04,1764805860,1764808320,2460,1,0,EWR,0,DEN,
616SBA2025-12-03_UA_2408,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,2408DEN2025-12-04,1764804540,1764809760,5220,1,0,IAD,0,DEN,
1234LGA2025-12-03_UA_5362,UA_1234_2025-12-03_LGA_ORD_0_0,1234LGA2025-12-03,5362ORD2025-12-04,1764817020,1764819120,2100,1,40,MKE,2400,ORD,
2121FCA2025-12-03_UA_5802,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,5802DEN2025-12-04,1764805860,1764814800,8940,1,0,CPR,0,DEN,
616SBA2025-12-03_UA_4716,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,4716DEN2025-12-04,1764804540,1764807900,3360,2,0,COU,0,DEN,
616SBA2025-12-03_UA_1541,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,1541DEN2025-12-04,1764804540,1764810300,5760,1,0,MSY,0,DEN,
616SBA2025-12-03_UA_5879,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,5879DEN2025-12-04,1764804540,1764808020,3480,1,0,SHV,0,DEN,
616SBA2025-12-03_UA_1263,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,1263DEN2025-12-04,1764804540,1764808680,4140,2,0,ICT,0,DEN,
616SBA2025-12-03_UA_2076,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,2076DEN2025-12-04,1764804540,1764809880,5340,1,0,MSP,0,DEN,
2121FCA2025-12-03_UA_680,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,680DEN2025-12-04,1764805860,1764808620,2760,1,0,ORF,0,DEN,
616SBA2025-12-03_UA_5461,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,5461DEN2025-12-04,1764804540,1764814980,10440,1,0,GTF,0,DEN,
616SBA2025-12-03_UA_1333,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,1333DEN2025-12-04,1764804540,1764809100,4560,3,0,LGA,0,DEN,
2121FCA2025-12-03_UA_475,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,475DEN2025-12-04,1764805860,1764814800,8940,9,0,IAH,0,DEN,
2121FCA2025-12-03_UA_2408,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,2408DEN2025-12-04,1764805860,1764809760,3900,1,0,IAD,0,DEN,
2121FCA2025-12-03_UA_484,UA_2121_2025-12-03_FCA_DEN_0_0,2121FCA2025-12-03,484DEN2025-12-04,1764805860,1764814500,8640,1,0,ABQ,0,DEN,
616SBA2025-12-03_UA_717,UA_616_2025-12-03_SBA_DEN_0_0,616SBA2025-12-03,717DEN2025-12-04,1764804540,1764810300,5760,2,0,MKE,0,DEN,
2274SMF2025-12-04_UA_140,UA_2274_2025-12-04_SMF_ORD_0_0,2274SMF2025-12-04,140ORD2025-12-05,1764900720,1764906300,5580,1,0,TLV,0,ORD,
2409YYC2025-12-04_UA_853,UA_2409_2025-12-04_YYC_SFO_0_0,2409YYC2025-12-04,853SFO2025-12-05,1764898140,1764919200,21060,1,0,TPE,0,SFO,
2409YYC2025-12-04_UA_4737,UA_2409_2025-12-04_YYC_SFO_0_0,2409YYC2025-12-04,4737SFO2025-12-05,1764898140,1764912720,14580,1,0,BFL,0,SFO,
2409YYC2025-12-04_UA_782,UA_2409_2025-12-04_YYC_SFO_0_0,2409YYC2025-12-04,782SFO2025-12-05,1764898140,1764911820,13680,3,0,FLL,0,SFO,
2409YYC2025-12-04_UA_1800,UA_2409_2025-12-04_YYC_SFO_0_0,2409YYC2025-12-04,1800SFO2025-12-05,1764898140,1764903000,4860,1,0,LAX,0,SFO,
2409YYC2025-12-04_UA_5796,UA_2409_2025-12-04_YYC_SFO_0_0,2409YYC2025-12-04,5796SFO2025-12-05,1764898140,1764902700,4560,3,0,SMF,0,SFO,
2173BOI2025-12-02_UA_360,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,360DEN2025-12-03,1764719100,1764723000,3900,2,0,PHL,0,DEN,
1967LGA2025-12-04_UA_3690,UA_1967_2025-12-04_LGA_ORD_0_0,1967LGA2025-12-04,3690ORD2025-12-04,1764881700,1764884100,2400,1,40,IND,2400,ORD,
1967LGA2025-12-04_UA_1973,UA_1967_2025-12-04_LGA_ORD_0_0,1967LGA2025-12-04,1973ORD2025-12-04,1764881700,1764886200,4500,1,40,PBI,2400,ORD,UA_1973_2025-12-04_ORD_PBI_0_0
250SYR2025-12-04_UA_1772,UA_250_2025-12-04_SYR_DEN_0_0,250SYR2025-12-04,1772DEN2025-12-04,1764867960,1764873180,5220,1,0,MTJ,0,DEN,
2368TUS2025-12-02_UA_2637,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,2637DEN2025-12-02,1764690900,1764694200,3300,3,0,GRR,0,DEN,UA_2637_2025-12-02_DEN_GRR_0_0
1967LGA2025-12-04_UA_5261,UA_1967_2025-12-04_LGA_ORD_0_0,1967LGA2025-12-04,5261ORD2025-12-04,1764881700,1764884100,2400,2,40,ICT,2400,ORD,
2173BOI2025-12-02_UA_27,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,27DEN2025-12-03,1764719100,1764722100,3000,1,0,LHR,0,DEN,
793PIT2025-12-03_UA_4550,UA_793_2025-12-03_PIT_ORD_0_0,793PIT2025-12-03,4550ORD2025-12-03,1764795240,1764805800,10560,1,40,ATW,2400,ORD,
2173BOI2025-12-02_UA_2613,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,2613DEN2025-12-03,1764719100,1764721920,2820,6,0,EWR,0,DEN,
2173BOI2025-12-02_UA_5527,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,5527DEN2025-12-03,1764719100,1764721680,2580,2,0,YWG,0,DEN,
250SYR2025-12-04_UA_1714,UA_250_2025-12-04_SYR_DEN_0_0,250SYR2025-12-04,1714DEN2025-12-04,1764867960,1764873300,5340,4,0,GJT,0,DEN,
2173BOI2025-12-02_UA_1411,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,1411DEN2025-12-03,1764719100,1764722100,3000,11,0,ORD,0,DEN,
1870EUG2025-12-02_UA_1184,UA_1870_2025-12-02_EUG_SFO_0_0,1870EUG2025-12-02,1184SFO2025-12-03,1764735900,1764744000,8100,2,0,ORD,0,SFO,
2173BOI2025-12-02_UA_1565,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,1565DEN2025-12-03,1764719100,1764722520,3420,1,0,DFW,0,DEN,
250SYR2025-12-04_UA_1686,UA_250_2025-12-04_SYR_DEN_0_0,250SYR2025-12-04,1686DEN2025-12-04,1764867960,1764873420,5460,3,0,PHX,0,DEN,
2173BOI2025-12-02_UA_5879,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,5879DEN2025-12-03,1764719100,1764721620,2520,1,0,SHV,0,DEN,
2368TUS2025-12-02_UA_2269,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,2269DEN2025-12-02,1764690900,1764694200,3300,2,0,BOS,0,DEN,
1967LGA2025-12-04_UA_511,UA_1967_2025-12-04_LGA_ORD_0_0,1967LGA2025-12-04,511ORD2025-12-04,1764881700,1764885900,4200,1,40,PHX,2400,ORD,
250SYR2025-12-04_UA_1320,UA_250_2025-12-04_SYR_DEN_0_0,250SYR2025-12-04,1320DEN2025-12-04,1764867960,1764873180,5220,2,0,SNA,0,DEN,
1723IAH2025-12-02_ET_519,UA_1723_2025-12-02_IAH_ATL_0_0,1723IAH2025-12-02,519ATL2025-12-03,1764737580,1764772500,34920,1,60,ADD,3600,ATL,
2173BOI2025-12-02_UA_5269,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,5269DEN2025-12-03,1764719100,1764728100,9000,4,0,RAP,0,DEN,
2368TUS2025-12-02_UA_4775,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,4775DEN2025-12-02,1764690900,1764694800,3900,1,0,XWA,0,DEN,
2173BOI2025-12-02_UA_1961,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,1961DEN2025-12-03,1764719100,1764721800,2700,1,0,OMA,0,DEN,
2368TUS2025-12-02_AC_1074,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,1074DEN2025-12-02,1764690900,1764699300,8400,3,0,YUL,0,DEN,
2173BOI2025-12-02_UA_1417,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,1417DEN2025-12-03,1764719100,1764729900,10800,1,0,BIL,0,DEN,
2368TUS2025-12-02_UA_5251,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,5251DEN2025-12-02,1764690900,1764694560,3660,2,0,SLC,0,DEN,
2173BOI2025-12-02_UA_1615,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,1615DEN2025-12-03,1764719100,1764721980,2880,1,0,CVG,0,DEN,
2368TUS2025-12-02_UA_1339,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,1339DEN2025-12-02,1764690900,1764693900,3000,4,0,SJU,0,DEN,
1870EUG2025-12-02_UA_2097,UA_1870_2025-12-02_EUG_SFO_0_0,1870EUG2025-12-02,2097SFO2025-12-03,1764735900,1764747840,11940,8,0,ORD,0,SFO,
2173BOI2025-12-02_UA_5335,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,5335DEN2025-12-03,1764719100,1764732780,13680,2,0,MSP,0,DEN,
2368TUS2025-12-02_UA_703,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,703DEN2025-12-02,1764690900,1764701100,10200,3,0,BIL,0,DEN,UA_703_2025-12-02_DEN_BIL_0_0
793PIT2025-12-03_UA_2654,UA_793_2025-12-03_PIT_ORD_0_0,793PIT2025-12-03,2654ORD2025-12-03,1764795240,1764800100,4860,1,40,SRQ,2400,ORD,
250SYR2025-12-04_KG_3712,UA_250_2025-12-04_SYR_DEN_0_0,250SYR2025-12-04,3712DEN2025-12-04,1764867960,1764872700,4740,1,40,TEX,2400,DEN,
2368TUS2025-12-02_UA_1874,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,1874DEN2025-12-02,1764690900,1764694440,3540,8,0,YYZ,0,DEN,
2173BOI2025-12-02_UA_4681,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,4681DEN2025-12-03,1764719100,1764721500,2400,2,0,LEX,0,DEN,
2173BOI2025-12-02_UA_5083,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,5083DEN2025-12-03,1764719100,1764734640,15540,1,0,CYS,0,DEN,
1967LGA2025-12-04_UA_2124,UA_1967_2025-12-04_LGA_ORD_0_0,1967LGA2025-12-04,2124ORD2025-12-04,1764881700,1764884760,3060,2,40,LAX,2400,ORD,
793PIT2025-12-03_UA_2124,UA_793_2025-12-03_PIT_ORD_0_0,793PIT2025-12-03,2124ORD2025-12-03,1764795240,1764798360,3120,5,40,LAX,2400,ORD,
2368TUS2025-12-02_UA_1362,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,1362DEN2025-12-02,1764690900,1764694260,3360,1,0,BWI,0,DEN,
2173BOI2025-12-02_LH_447,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,447DEN2025-12-03,1764719100,1764722700,3600,5,0,FRA,0,DEN,
2173BOI2025-12-02_UA_709,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,709DEN2025-12-03,1764719100,1764722400,3300,3,0,BWI,0,DEN,
2173BOI2025-12-02_UA_2671,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,2671DEN2025-12-03,1764719100,1764721740,2640,3,0,RDU,0,DEN,
1286SJD2025-12-04_UA_5415,UA_1286_2025-12-04_SJD_LAX_0_0,1286SJD2025-12-04,5415LAX2025-12-05,1764897120,1764903000,5880,1,70,SAN,4200,LAX,
2368TUS2025-12-02_UA_598,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,598DEN2025-12-02,1764690900,1764700860,9960,1,0,LGA,0,DEN,
2173BOI2025-12-02_UA_494,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,494DEN2025-12-03,1764719100,1764723300,4200,1,0,LAS,0,DEN,
2368TUS2025-12-02_UA_301,UA_2368_2025-12-02_TUS_DEN_0_0,2368TUS2025-12-02,301DEN2025-12-02,1764690900,1764701820,10920,3,0,RAP,0,DEN,
2173BOI2025-12-02_UA_540,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,540DEN2025-12-03,1764719100,1764728100,9000,1,0,SAN,0,DEN,
2173BOI2025-12-02_UA_5503,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,5503DEN2025-12-03,1764719100,1764721500,2400,3,0,GSO,0,DEN,
2173BOI2025-12-02_UA_1464,UA_2173_2025-12-02_BOI_DEN_0_0,2173BOI2025-12-02,1464DEN2025-12-03,1764719100,1764722880,3780,1,0,XNA,0,DEN,
566SMF2025-12-04_UA_1010,UA_566_2025-12-04_SMF_DEN_0_0,566SMF2025-12-04,1010DEN2025-12-05,1764901500,1764952560,51060,1,0,TPA,0,DEN,
724ELP2025-12-04_UA_1378,UA_724_2025-12-04_ELP_DEN_0_0,724ELP2025-12-04,1378DEN2025-12-04,1764863580,1764873000,9420,2,0,EGE,0,DEN,
566SMF2025-12-04_UA_203,UA_566_2025-12-04_SMF_DEN_0_0,566SMF2025-12-04,203DEN2025-12-05,1764901500,1764975900,74400,2,0,SNA,0,DEN,
724ELP2025-12-04_UA_4663,UA_724_2025-12-04_ELP_DEN_0_0,724ELP2025-12-04,4663DEN2025-12-04,1764863580,1764867900,4320,1,0,BIS,0,DEN,
566SMF2025-12-04_UA_5273,UA_566_2025-12-04_SMF_DEN_0_0,566SMF2025-12-04,5273DEN2025-12-05,1764901500,1764906780,5280,2,0,RAP,0,DEN,
566SMF2025-12-04_UA_5706,UA_566_2025-12-04_SMF_DEN_0_0,566SMF2025-12-04,5706DEN2025-12-05,1764901500,1764906300,4800,3,0,TUL,0,DEN,
724ELP2025-12-04_UA_1339,UA_724_2025-12-04_ELP_DEN_0_0,724ELP2025-12-04,1339DEN2025-12-04,1764863580,1764866700,3120,2,0,SJU,0,DEN,
724ELP2025-12-04_UA_5055,UA_724_2025-12-04_ELP_DEN_0_0,724ELP2025-12-04,5055DEN2025-12-04,1764863580,1764875700,12120,2,0,GCC,0,DEN,
1361SAT2025-12-02_UA_4272,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,4272IAH2025-12-02,1764694680,1764698100,3420,1,45,GPT,2700,IAH,
1361RSW2025-12-04_UA_861,UA_1361_2025-12-04_RSW_IAD_0_0,1361RSW2025-12-04,861IAD2025-12-05,1764900300,1764905400,5100,1,45,GRU,2700,IAD,
1361SAT2025-12-02_UA_1506,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,1506IAH2025-12-02,1764694680,1764699600,4920,1,45,SNA,2700,IAH,
1361SAT2025-12-02_UA_4300,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,4300IAH2025-12-02,1764694680,1764699300,4620,3,45,SGF,2700,IAH,
1361RSW2025-12-04_UA_1738,UA_1361_2025-12-04_RSW_IAD_0_0,1361RSW2025-12-04,1738IAD2025-12-05,1764900300,1764905700,5400,1,45,ORD,2700,IAD,
1361SAT2025-12-02_UA_6209,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,6209IAH2025-12-02,1764694680,1764698520,3840,1,45,LFT,2700,IAH,
1361SAT2025-12-02_UA_2385,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,2385IAH2025-12-02,1764694680,1764698280,3600,4,45,MSY,2700,IAH,
566SMF2025-12-04_UA_5824,UA_566_2025-12-04_SMF_DEN_0_0,566SMF2025-12-04,5824DEN2025-12-05,1764901500,1764905400,3900,1,0,LNK,0,DEN,
1361SAT2025-12-02_UA_2417,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,2417IAH2025-12-02,1764694680,1764698220,3540,1,45,ORD,2700,IAH,
566SMF2025-12-04_UA_4722,UA_566_2025-12-04_SMF_DEN_0_0,566SMF2025-12-04,4722DEN2025-12-05,1764901500,1764906000,4500,2,0,MOT,0,DEN,
1361SAT2025-12-02_UA_1945,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,1945IAH2025-12-02,1764694680,1764706800,12120,3,45,LAX,2700,IAH,
1361SAT2025-12-02_UA_654,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,654IAH2025-12-02,1764694680,1764698400,3720,1,45,DCA,2700,IAH,UA_654_2025-12-02_IAH_DCA_0_0
724ELP2025-12-04_UA_1699,UA_724_2025-12-04_ELP_DEN_0_0,724ELP2025-12-04,1699DEN2025-12-04,1764863580,1764866700,3120,3,0,PUJ,0,DEN,
1361SAT2025-12-02_UA_4044,UA_1361_2025-12-02_SAT_IAH_0_0,1361SAT2025-12-02,4044IAH2025-12-02,1764694680,1764699360,4680,1,45,MKE,2700,IAH,
684SRQ2025-12-02_UA_1830,UA_684_2025-12-02_SRQ_ORD_0_0,684SRQ2025-12-02,1830ORD2025-12-02,1764696780,1764702000,5220,2,40,DSM,2400,ORD,
684SRQ2025-12-02_UA_2657,UA_684_2025-12-02_SRQ_ORD_0_0,684SRQ2025-12-02,2657ORD2025-12-02,1764696780,1764701100,4320,1,40,IAH,2400,ORD,
490CLE2025-12-03_UA_5876,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,5876ORD2025-12-03,1764769620,1764775200,5580,1,40,ASE,2400,ORD,
2853SAT2025-12-03_UA_5851,UA_2853_2025-12-03_SAT_DEN_0_0,2853SAT2025-12-03,5851DEN2025-12-03,1764781260,1764794700,13440,1,0,MSO,0,DEN,
2853SAT2025-12-03_UA_1029,UA_2853_2025-12-03_SAT_DEN_0_0,2853SAT2025-12-03,1029DEN2025-12-03,1764781260,1764785880,4620,5,0,YEG,0,DEN,
490CLE2025-12-03_UA_321,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,321ORD2025-12-03,1764769620,1764775500,5880,3,40,PHX,2400,ORD,
490CLE2025-12-03_UA_1972,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,1972ORD2025-12-03,1764769620,1764774000,4380,1,40,ATL,2400,ORD,
490CLE2025-12-03_UA_2006,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,2006ORD2025-12-03,1764769620,1764773400,3780,2,0,GUA,0,ORD,
490CLE2025-12-03_UA_1452,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,1452ORD2025-12-03,1764769620,1764773220,3600,2,0,PVR,0,ORD,
2853SAT2025-12-03_UA_5113,UA_2853_2025-12-03_SAT_DEN_0_0,2853SAT2025-12-03,5113DEN2025-12-03,1764781260,1764785700,4440,1,0,SGU,0,DEN,
684SRQ2025-12-02_UA_5437,UA_684_2025-12-02_SRQ_ORD_0_0,684SRQ2025-12-02,5437ORD2025-12-02,1764696780,1764701100,4320,1,40,DLH,2400,ORD,
490CLE2025-12-03_UA_563,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,563ORD2025-12-04,1764769620,1764853800,84180,1,40,EWR,2400,ORD,
490CLE2025-12-03_UA_5259,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,5259ORD2025-12-03,1764769620,1764773400,3780,1,40,MEM,2400,ORD,
490CLE2025-12-03_UA_1414,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,1414ORD2025-12-03,1764769620,1764775200,5580,2,40,BZN,2400,ORD,
490CLE2025-12-03_UA_5795,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,5795ORD2025-12-03,1764769620,1764773100,3480,1,40,TUL,2400,ORD,
684SRQ2025-12-02_UA_2683,UA_684_2025-12-02_SRQ_ORD_0_0,684SRQ2025-12-02,2683ORD2025-12-02,1764696780,1764702000,5220,2,40,SAN,2400,ORD,
2853SAT2025-12-03_UA_1772,UA_2853_2025-12-03_SAT_DEN_0_0,2853SAT2025-12-03,1772DEN2025-12-03,1764781260,1764786780,5520,1,0,MTJ,0,DEN,
2853SAT2025-12-03_UA_1415,UA_2853_2025-12-03_SAT_DEN_0_0,2853SAT2025-12-03,1415DEN2025-12-03,1764781260,1764787500,6240,2,0,SMF,0,DEN,UA_1415_2025-12-03_DEN_SMF_0_0
490CLE2025-12-03_UA_3423,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,3423ORD2025-12-04,1764769620,1764807540,37920,1,40,CLT,2400,ORD,
490CLE2025-12-03_UA_1061,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,1061ORD2025-12-03,1764769620,1764773940,4320,5,40,AUS,2400,ORD,
490CLE2025-12-03_UA_517,UA_490_2025-12-03_CLE_ORD_0_0,490CLE2025-12-03,517ORD2025-12-03,1764769620,1764774240,4620,2,40,SNA,2400,ORD,
1613FLL2025-12-02_UA_431,UA_1613_2025-12-02_FLL_DEN_0_0,1613FLL2025-12-02,431DEN2025-12-03,1764723840,1764728400,4560,2,0,GJT,0,DEN,
1395PSP2025-12-04_UA_375,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,375DEN2025-12-04,1764862020,1764866100,4080,2,0,DCA,0,DEN,
1395PSP2025-12-04_UA_393,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,393DEN2025-12-04,1764862020,1764867060,5040,4,0,BNA,0,DEN,
1395PSP2025-12-04_UA_1235,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,1235DEN2025-12-04,1764862020,1764871140,9120,1,0,MSN,0,DEN,UA_1235_2025-12-04_DEN_MSN_0_0
1867CZM2025-12-04_UA_2038,UA_1867_2025-12-04_CZM_IAH_0_0,1867CZM2025-12-04,2038IAH2025-12-05,1764885420,1764895320,9900,1,0,SFO,0,IAH,
2656LGA2025-12-02_UA_1280,UA_2656_2025-12-02_LGA_IAH_0_0,2656LGA2025-12-02,1280IAH2025-12-02,1764688200,1764716220,28020,1,45,SJO,2700,IAH,
2656LGA2025-12-02_UA_1002,UA_2656_2025-12-02_LGA_IAH_0_0,2656LGA2025-12-02,1002IAH2025-12-03,1764688200,1764720600,32400,1,45,UIO,2700,IAH,
1613FLL2025-12-02_UA_1565,UA_1613_2025-12-02_FLL_DEN_0_0,1613FLL2025-12-02,1565DEN2025-12-04,1764723840,1764808920,85080,1,0,DFW,0,DEN,
2656LGA2025-12-02_UA_4369,UA_2656_2025-12-02_LGA_IAH_0_0,2656LGA2025-12-02,4369IAH2025-12-02,1764688200,1764691500,3300,1,45,MOB,2700,IAH,
2656LGA2025-12-02_UA_2358,UA_2656_2025-12-02_LGA_IAH_0_0,2656LGA2025-12-02,2358IAH2025-12-02,1764688200,1764690600,2400,9,45,SFO,2700,IAH,
1395PSP2025-12-04_UA_1874,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,1874DEN2025-12-04,1764862020,1764867240,5220,2,0,YYZ,0,DEN,
1395PSP2025-12-04_UA_424,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,424DEN2025-12-04,1764862020,1764871320,9300,1,0,CID,0,DEN,
1613FLL2025-12-02_UA_2644,UA_1613_2025-12-02_FLL_DEN_0_0,1613FLL2025-12-02,2644DEN2025-12-03,1764723840,1764727740,3900,1,0,PSP,0,DEN,
1867CZM2025-12-04_UA_2198,UA_1867_2025-12-04_CZM_IAH_0_0,1867CZM2025-12-04,2198IAH2025-12-05,1764885420,1764901740,16320,1,0,ICT,0,IAH,
1867CZM2025-12-04_UA_4899,UA_1867_2025-12-04_CZM_IAH_0_0,1867CZM2025-12-04,4899IAH2025-12-05,1764885420,1764893700,8280,2,0,LIT,0,IAH,
1395PSP2025-12-04_UA_5298,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,5298DEN2025-12-04,1764862020,1764873300,11280,1,0,PSC,0,DEN,
1867CZM2025-12-04_UA_1477,UA_1867_2025-12-04_CZM_IAH_0_0,1867CZM2025-12-04,1477IAH2025-12-05,1764885420,1764895500,10080,2,0,SAT,0,IAH,
2656LGA2025-12-02_UA_4029,UA_2656_2025-12-02_LGA_IAH_0_0,2656LGA2025-12-02,4029IAH2025-12-02,1764688200,1764698880,10680,1,45,ELP,2700,IAH,
1867CZM2025-12-04_AY_5496,UA_1867_2025-12-04_CZM_IAH_0_0,1867CZM2025-12-04,5496IAH2025-12-05,1764885420,1764906600,21180,1,0,LHR,0,IAH,
1613FLL2025-12-02_UA_1115,UA_1613_2025-12-02_FLL_DEN_0_0,1613FLL2025-12-02,1115DEN2025-12-03,1764723840,1764729600,5760,2,0,SEA,0,DEN,
1395PSP2025-12-04_UA_2273,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,2273DEN2025-12-04,1764862020,1764866340,4320,1,0,MSY,0,DEN,
1395PSP2025-12-04_UA_472,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,472DEN2025-12-04,1764862020,1764866100,4080,2,0,MIA,0,DEN,
1395PSP2025-12-04_UA_2676,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,2676DEN2025-12-04,1764862020,1764867240,5220,1,0,IAH,0,DEN,
1395PSP2025-12-04_UA_1575,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,1575DEN2025-12-04,1764862020,1764868200,6180,2,0,PHL,0,DEN,UA_1575_2025-12-04_DEN_PHL_0_0
2459DEN2025-12-02_AC_326,UA_2459_2025-12-02_DEN_YYC_0_0,2459DEN2025-12-02,326YYC2025-12-02,1764710460,1764719400,8940,2,0,YUL,0,YYC,
1395PSP2025-12-04_UA_2865,UA_1395_2025-12-04_PSP_DEN_0_0,1395PSP2025-12-04,2865DEN2025-12-04,1764862020,1764872460,10440,1,0,ORD,0,DEN,
2605SEA2025-12-02_UA_845,UA_2605_2025-12-02_SEA_ORD_0_0,2605SEA2025-12-02,845ORD2025-12-02,1764715380,1764719400,4020,1,0,GRU,0,ORD,
