ops_fid,flight_id,aid,sch_date,sch_st_dep,sch_st_arr,epoch_sch_dep,epoch_sch_arr,prev_ops_fid,next_ops_fid,gmt_offset_dep,gmt_offset_arr,epoch_est_dep,epoch_est_arr,turn,ops_mst_calc,sch_mst_calc,total_seat,prev_turn_time,is_mx,total_pax,J_pax,O_pax,Y_pax,num_connx_pax,delay_penalty,cancel_penalty,swap_options,prev_station,prev_aid
UA_562_2025-12-02_DRO_DEN_0_0,562DRO2025-12-02,201,2025-12-02,DRO,DEN,1764683100,1764688500,,UA_2637_2025-12-02_DEN_GRR_0_0,-7,-7,1764683100,1764688500,5100,3060,3060,166,3060,false,119,14,0,105,111,119,2570400,,,0000
UA_2637_2025-12-02_DEN_GRR_0_0,2637DEN2025-12-02,201,2025-12-02,DEN,GRR,1764694200,1764703380,UA_562_2025-12-02_DRO_DEN_0_0,UA_2093_2025-12-02_GRR_DEN_0_0,-7,-5,1764694200,1764703380,3420,3060,3060,166,3060,false,159,16,0,143,0,159,3434400,"[UA_1460_2025-12-02_DEN_CMH_0_0, UA_2273_2025-12-02_DEN_MSY_0_0, UA_1003_2025-12-02_DEN_CHS_0_0, UA_1415_2025-12-02_DEN_SMF_0_0, UA_2459_2025-12-02_DEN_YYC_0_0, UA_430_2025-12-02_DEN_ONT_0_0, UA_1575_2025-12-02_DEN_PHL_0_0, UA_703_2025-12-02_DEN_BIL_0_0, UA_424_2025-12-02_DEN_CID_0_0, UA_671_2025-12-02_DEN_SBA_0_0, UA_221_2025-12-02_DEN_ELP_0_0, UA_1547_2025-12-02_DEN_FCA_0_0, UA_1451_2025-12-02_DEN_JAX_0_0, UA_375_2025-12-02_DEN_DCA_0_0, UA_2255_2025-12-02_DEN_IND_0_0, UA_1125_2025-12-02_DEN_BOI_0_0, UA_338_2025-12-02_DEN_BDL_0_0, UA_295_2025-12-02_DEN_GEG_0_0, UA_1294_2025-12-02_DEN_PSP_0_0, UA_2257_2025-12-02_DEN_PVR_0_0, UA_318_2025-12-02_DEN_EUG_0_0, UA_741_2025-12-02_DEN_BZN_0_0]",DEN,201
UA_2093_2025-12-02_GRR_DEN_0_0,2093GRR2025-12-02,201,2025-12-02,GRR,DEN,1764707100,1764718140,UA_2637_2025-12-02_DEN_GRR_0_0,UA_1942_2025-12-02_DEN_AUS_0_0,-5,-7,1764707100,1764718140,3060,3060,3060,166,3060,false,166,16,0,150,103,166,3585600,,GRR,201
UA_1942_2025-12-02_DEN_AUS_0_0,1942DEN2025-12-02,201,2025-12-02,DEN,AUS,1764722280,1764730320,UA_2093_2025-12-02_GRR_DEN_0_0,MX_201_2025-12-02_AUS_AUS_false,-7,-6,1764722280,1764730320,3420,3060,3060,166,3060,false,140,15,0,125,0,140,3024000,"[UA_2660_2025-12-02_DEN_SBA_0_0, UA_719_2025-12-02_DEN_RNO_0_0, UA_1153_2025-12-02_DEN_ELP_0_0, UA_756_2025-12-02_DEN_FAT_0_0, UA_645_2025-12-02_DEN_FSD_0_0, UA_423_2025-12-02_DEN_GRR_0_0, UA_350_2025-12-02_DEN_PHX_0_0, UA_1110_2025-12-02_DEN_SAT_0_0, UA_2324_2025-12-02_DEN_CID_0_0, UA_2350_2025-12-02_DEN_SYR_0_0, UA_506_2025-12-02_DEN_MCI_0_0, UA_2187_2025-12-02_DEN_SJC_0_0, UA_1762_2025-12-02_DEN_TUS_0_0, UA_1422_2025-12-02_DEN_STL_0_0, UA_360_2025-12-02_DEN_PHL_0_0, UA_1969_2025-12-02_DEN_CMH_0_0, UA_476_2025-12-02_DEN_YEG_0_0, UA_680_2025-12-02_DEN_ORF_0_0, UA_2076_2025-12-02_DEN_MSP_0_0, UA_231_2025-12-02_DEN_SDF_0_0]",DEN,201
MX_201_2025-12-02_AUS_AUS_false,MX_201_2025-12-02_AUS_AUS_false,201,2025-12-02,AUS,AUS,1764730320,1764751920,UA_1942_2025-12-02_DEN_AUS_0_0,UA_595_2025-12-03_AUS_DEN_0_0,,,1764730320,1764751920,5100,5100,5100,,0,true,,,,,,,,,AUS,201
UA_595_2025-12-03_AUS_DEN_0_0,595AUS2025-12-03,201,2025-12-03,AUS,DEN,1764774660,1764783300,MX_201_2025-12-02_AUS_AUS_false,UA_741_2025-12-03_DEN_BZN_0_0,-6,-7,1764774660,1764783300,5100,3060,3060,166,3060,false,152,14,0,138,100,152,3283200,[UA_1668_2025-12-03_AUS_SFO_0_0],AUS,201
UA_741_2025-12-03_DEN_BZN_0_0,741DEN2025-12-03,201,2025-12-03,DEN,BZN,1764787560,1764794100,UA_595_2025-12-03_AUS_DEN_0_0,UA_1109_2025-12-03_BZN_DEN_0_0,-7,-7,1764787560,1764794100,3420,3060,3060,166,3060,false,149,12,0,137,0,149,3218400,"[UA_1350_2025-12-03_DEN_DFW_0_0, UA_1362_2025-12-03_DEN_BWI_0_0, UA_1874_2025-12-03_DEN_YYZ_0_0, UA_1451_2025-12-03_DEN_JAX_0_0, UA_2257_2025-12-03_DEN_PVR_0_0, UA_1311_2025-12-03_DEN_SAT_0_0, UA_2265_2025-12-03_DEN_DSM_0_0, UA_1476_2025-12-03_DEN_TUS_0_0, UA_639_2025-12-03_DEN_MSO_0_0, UA_1547_2025-12-03_DEN_FCA_0_0, UA_1217_2025-12-03_DEN_DRO_0_0, UA_1294_2025-12-03_DEN_PSP_0_0, UA_1575_2025-12-03_DEN_PHL_0_0, UA_535_2025-12-03_DEN_SJC_0_0, UA_323_2025-12-03_DEN_TPA_0_0, UA_295_2025-12-03_DEN_GEG_0_0, UA_1460_2025-12-03_DEN_CMH_0_0, UA_2742_2025-12-03_DEN_TUS_0_0, UA_430_2025-12-03_DEN_ONT_0_0, UA_318_2025-12-03_DEN_EUG_0_0, UA_1415_2025-12-03_DEN_SMF_0_0]",DEN,201
UA_1109_2025-12-03_BZN_DEN_0_0,1109BZN2025-12-03,201,2025-12-03,BZN,DEN,1764798120,1764804540,UA_741_2025-12-03_DEN_BZN_0_0,UA_1374_2025-12-03_DEN_FLL_0_0,-7,-7,1764798120,1764804540,3060,3060,3060,166,3060,false,67,14,0,53,63,67,1447200,,BZN,201
UA_1374_2025-12-03_DEN_FLL_0_0,1374DEN2025-12-03,201,2025-12-03,DEN,FLL,1764808680,1764822600,UA_1109_2025-12-03_BZN_DEN_0_0,UA_204_2025-12-04_FLL_DEN_0_0,-7,-5,1764808680,1764822600,3420,3060,3060,166,3060,false,95,15,0,80,0,95,2052000,"[UA_331_2025-12-03_DEN_MIA_0_0, UA_476_2025-12-03_DEN_YEG_0_0, UA_719_2025-12-03_DEN_RNO_0_0, UA_2187_2025-12-03_DEN_SJC_0_0, UA_756_2025-12-03_DEN_FAT_0_0, UA_1153_2025-12-03_DEN_ELP_0_0, UA_1422_2025-12-03_DEN_STL_0_0, UA_2350_2025-12-03_DEN_SYR_0_0, UA_507_2025-12-03_DEN_RSW_0_0, UA_1110_2025-12-03_DEN_SAT_0_0, UA_431_2025-12-03_DEN_GJT_0_0, UA_2324_2025-12-03_DEN_CID_0_0, UA_423_2025-12-03_DEN_GRR_0_0, UA_1969_2025-12-03_DEN_CMH_0_0, UA_2644_2025-12-03_DEN_PSP_0_0, UA_1942_2025-12-03_DEN_AUS_0_0, UA_2076_2025-12-03_DEN_MSP_0_0, UA_680_2025-12-03_DEN_ORF_0_0]",DEN,201
UA_204_2025-12-04_FLL_DEN_0_0,204FLL2025-12-04,201,2025-12-04,FLL,DEN,1764858900,1764875340,UA_1374_2025-12-03_DEN_FLL_0_0,UA_445_2025-12-04_DEN_OMA_0_0,-5,-7,1764858900,1764875340,5100,3060,3060,166,3060,false,57,11,0,46,18,57,1231200,[UA_722_2025-12-04_FLL_IAH_0_0],FLL,201
UA_445_2025-12-04_DEN_OMA_0_0,445DEN2025-12-04,201,2025-12-04,DEN,OMA,1764881640,1764886920,UA_204_2025-12-04_FLL_DEN_0_0,UA_1816_2025-12-04_OMA_DEN_0_0,-7,-6,1764881640,1764886920,3420,3060,3060,166,3060,false,38,9,0,29,0,38,820800,"[UA_221_2025-12-04_DEN_ELP_0_0, UA_318_2025-12-04_DEN_EUG_0_0, UA_1415_2025-12-04_DEN_SMF_0_0, UA_639_2025-12-04_DEN_MSO_0_0, UA_331_2025-12-04_DEN_MIA_0_0, UA_1547_2025-12-04_DEN_FCA_0_0, UA_2265_2025-12-04_DEN_DSM_0_0, UA_507_2025-12-04_DEN_RSW_0_0, UA_1217_2025-12-04_DEN_DRO_0_0, UA_1235_2025-12-04_DEN_MSN_0_0, UA_2375_2025-12-04_DEN_AUS_0_0, UA_741_2025-12-04_DEN_BZN_0_0, UA_2742_2025-12-04_DEN_TUS_0_0, UA_2459_2025-12-04_DEN_YYC_0_0, UA_1476_2025-12-04_DEN_TUS_0_0]",DEN,201
UA_1816_2025-12-04_OMA_DEN_0_0,1816OMA2025-12-04,201,2025-12-04,OMA,DEN,1764890700,1764897600,UA_445_2025-12-04_DEN_OMA_0_0,UA_2187_2025-12-04_DEN_SJC_0_0,-6,-7,1764890700,1764897600,3060,3060,3060,166,3060,false,124,11,0,113,63,124,2678400,[UA_739_2025-12-04_OMA_ORD_0_0],OMA,201
UA_2187_2025-12-04_DEN_SJC_0_0,2187DEN2025-12-04,201,2025-12-04,DEN,SJC,1764902700,1764912420,UA_1816_2025-12-04_OMA_DEN_0_0,,-7,-8,1764902700,1764912420,3420,3060,3060,166,3060,false,120,14,0,106,0,120,2592000,"[UA_1374_2025-12-04_DEN_FLL_0_0, UA_2076_2025-12-04_DEN_MSP_0_0, UA_431_2025-12-04_DEN_GJT_0_0, UA_1236_2025-12-04_DEN_PHX_0_0, UA_756_2025-12-04_DEN_FAT_0_0, UA_2324_2025-12-04_DEN_CID_0_0, UA_1153_2025-12-04_DEN_ELP_0_0, UA_423_2025-12-04_DEN_GRR_0_0, UA_1422_2025-12-04_DEN_STL_0_0, UA_2644_2025-12-04_DEN_PSP_0_0, UA_2660_2025-12-04_DEN_SBA_0_0, UA_2350_2025-12-04_DEN_SYR_0_0, UA_1110_2025-12-04_DEN_SAT_0_0, UA_1615_2025-12-04_DEN_CVG_0_0, UA_506_2025-12-04_DEN_MCI_0_0]",DEN,201
UA_2853_2025-12-02_SAT_DEN_0_0,2853SAT2025-12-02,202,2025-12-02,SAT,DEN,1764686340,1764694860,,UA_295_2025-12-02_DEN_GEG_0_0,-6,-7,1764686340,1764694860,5100,3060,3060,166,3060,false,126,15,0,111,103,126,2721600,[UA_1361_2025-12-02_SAT_IAH_0_0],,0000
UA_295_2025-12-02_DEN_GEG_0_0,295DEN2025-12-02,202,2025-12-02,DEN,GEG,1764699300,1764708300,UA_2853_2025-12-02_SAT_DEN_0_0,UA_1255_2025-12-02_GEG_DEN_0_0,-7,-8,1764699300,1764708300,3420,3060,3060,166,3060,false,157,16,0,141,0,157,3391200,"[UA_1460_2025-12-02_DEN_CMH_0_0, UA_2273_2025-12-02_DEN_MSY_0_0, UA_1003_2025-12-02_DEN_CHS_0_0, UA_1415_2025-12-02_DEN_SMF_0_0, UA_1476_2025-12-02_DEN_TUS_0_0, UA_2459_2025-12-02_DEN_YYC_0_0, UA_430_2025-12-02_DEN_ONT_0_0, UA_1575_2025-12-02_DEN_PHL_0_0, UA_703_2025-12-02_DEN_BIL_0_0, UA_424_2025-12-02_DEN_CID_0_0, UA_1311_2025-12-02_DEN_SAT_0_0, UA_671_2025-12-02_DEN_SBA_0_0, UA_221_2025-12-02_DEN_ELP_0_0, UA_1547_2025-12-02_DEN_FCA_0_0, UA_1451_2025-12-02_DEN_JAX_0_0, UA_375_2025-12-02_DEN_DCA_0_0, UA_2255_2025-12-02_DEN_IND_0_0, UA_1125_2025-12-02_DEN_BOI_0_0, UA_2637_2025-12-02_DEN_GRR_0_0, UA_338_2025-12-02_DEN_BDL_0_0, UA_1294_2025-12-02_DEN_PSP_0_0, UA_323_2025-12-02_DEN_TPA_0_0, UA_2257_2025-12-02_DEN_PVR_0_0, UA_318_2025-12-02_DEN_EUG_0_0, UA_741_2025-12-02_DEN_BZN_0_0]",DEN,202
UA_1255_2025-12-02_GEG_DEN_0_0,1255GEG2025-12-02,202,2025-12-02,GEG,DEN,1764712020,1764720300,UA_295_2025-12-02_DEN_GEG_0_0,UA_1969_2025-12-02_DEN_CMH_0_0,-8,-7,1764712020,1764720300,3060,3060,3060,166,3060,false,146,14,0,132,99,146,3153600,,GEG,202
UA_1969_2025-12-02_DEN_CMH_0_0,1969DEN2025-12-02,202,2025-12-02,DEN,CMH,1764724080,1764734340,UA_1255_2025-12-02_GEG_DEN_0_0,UA_728_2025-12-03_CMH_DEN_0_0,-7,-5,1764724080,1764734340,3420,3060,3060,166,3060,false,112,14,0,98,0,112,2419200,"[UA_2660_2025-12-02_DEN_SBA_0_0, UA_719_2025-12-02_DEN_RNO_0_0, UA_1153_2025-12-02_DEN_ELP_0_0, UA_756_2025-12-02_DEN_FAT_0_0, UA_645_2025-12-02_DEN_FSD_0_0, UA_423_2025-12-02_DEN_GRR_0_0, UA_350_2025-12-02_DEN_PHX_0_0, UA_1110_2025-12-02_DEN_SAT_0_0, UA_2324_2025-12-02_DEN_CID_0_0, UA_2350_2025-12-02_DEN_SYR_0_0, UA_506_2025-12-02_DEN_MCI_0_0, UA_2187_2025-12-02_DEN_SJC_0_0, UA_1762_2025-12-02_DEN_TUS_0_0, UA_1422_2025-12-02_DEN_STL_0_0, UA_360_2025-12-02_DEN_PHL_0_0, UA_1942_2025-12-02_DEN_AUS_0_0, UA_476_2025-12-02_DEN_YEG_0_0, UA_680_2025-12-02_DEN_ORF_0_0, UA_2076_2025-12-02_DEN_MSP_0_0, UA_231_2025-12-02_DEN_SDF_0_0]",DEN,202
UA_728_2025-12-03_CMH_DEN_0_0,728CMH2025-12-03,202,2025-12-03,CMH,DEN,1764768600,1764780900,UA_1969_2025-12-02_DEN_CMH_0_0,UA_295_2025-12-03_DEN_GEG_0_0,-5,-7,1764768600,1764780900,5100,3060,3060,166,3060,false,113,14,0,99,74,113,2440800,,CMH,202
UA_295_2025-12-03_DEN_GEG_0_0,295DEN2025-12-03,202,2025-12-03,DEN,GEG,1764785700,1764794700,UA_728_2025-12-03_CMH_DEN_0_0,UA_1255_2025-12-03_GEG_DEN_0_0,-7,-8,1764785700,1764794700,3420,3060,3060,166,3060,false,140,14,0,126,0,140,3024000,"[UA_1350_2025-12-03_DEN_DFW_0_0, UA_2149_2025-12-03_DEN_SMF_0_0, UA_1362_2025-12-03_DEN_BWI_0_0, UA_1874_2025-12-03_DEN_YYZ_0_0, UA_1451_2025-12-03_DEN_JAX_0_0, UA_2257_2025-12-03_DEN_PVR_0_0, UA_1311_2025-12-03_DEN_SAT_0_0, UA_2265_2025-12-03_DEN_DSM_0_0, UA_1476_2025-12-03_DEN_TUS_0_0, UA_639_2025-12-03_DEN_MSO_0_0, UA_1547_2025-12-03_DEN_FCA_0_0, UA_1217_2025-12-03_DEN_DRO_0_0, UA_1294_2025-12-03_DEN_PSP_0_0, UA_1575_2025-12-03_DEN_PHL_0_0, UA_535_2025-12-03_DEN_SJC_0_0, UA_323_2025-12-03_DEN_TPA_0_0, UA_741_2025-12-03_DEN_BZN_0_0, UA_1460_2025-12-03_DEN_CMH_0_0, UA_2742_2025-12-03_DEN_TUS_0_0, UA_430_2025-12-03_DEN_ONT_0_0, UA_318_2025-12-03_DEN_EUG_0_0, UA_1415_2025-12-03_DEN_SMF_0_0]",DEN,202
UA_1255_2025-12-03_GEG_DEN_0_0,1255GEG2025-12-03,202,2025-12-03,GEG,DEN,1764798420,1764806700,UA_295_2025-12-03_DEN_GEG_0_0,UA_1969_2025-12-03_DEN_CMH_0_0,-8,-7,1764798420,1764806700,3060,3060,3060,166,3060,false,99,16,0,83,67,99,2138400,,GEG,202
UA_1969_2025-12-03_DEN_CMH_0_0,1969DEN2025-12-03,202,2025-12-03,DEN,CMH,1764810480,1764820740,UA_1255_2025-12-03_GEG_DEN_0_0,UA_728_2025-12-04_CMH_DEN_0_0,-7,-5,1764810480,1764820740,3420,3060,3060,166,3060,false,75,13,0,62,0,75,1620000,"[UA_331_2025-12-03_DEN_MIA_0_0, UA_476_2025-12-03_DEN_YEG_0_0, UA_719_2025-12-03_DEN_RNO_0_0, UA_2187_2025-12-03_DEN_SJC_0_0, UA_756_2025-12-03_DEN_FAT_0_0, UA_1153_2025-12-03_DEN_ELP_0_0, UA_1422_2025-12-03_DEN_STL_0_0, UA_2350_2025-12-03_DEN_SYR_0_0, UA_507_2025-12-03_DEN_RSW_0_0, UA_1110_2025-12-03_DEN_SAT_0_0, UA_431_2025-12-03_DEN_GJT_0_0, UA_2324_2025-12-03_DEN_CID_0_0, UA_423_2025-12-03_DEN_GRR_0_0, UA_1236_2025-12-03_DEN_PHX_0_0, UA_1374_2025-12-03_DEN_FLL_0_0, UA_2644_2025-12-03_DEN_PSP_0_0, UA_1942_2025-12-03_DEN_AUS_0_0, UA_2076_2025-12-03_DEN_MSP_0_0, UA_680_2025-12-03_DEN_ORF_0_0]",DEN,202
UA_728_2025-12-04_CMH_DEN_0_0,728CMH2025-12-04,202,2025-12-04,CMH,DEN,1764855000,1764867300,UA_1969_2025-12-03_DEN_CMH_0_0,UA_1235_2025-12-04_DEN_MSN_0_0,-5,-7,1764855000,1764867300,5100,3060,3060,166,3060,false,128,14,0,114,81,128,2764800,[UA_752_2025-12-04_CMH_ORD_0_0],CMH,202
UA_1235_2025-12-04_DEN_MSN_0_0,1235DEN2025-12-04,202,2025-12-04,DEN,MSN,1764871140,1764878760,UA_728_2025-12-04_CMH_DEN_0_0,UA_1784_2025-12-04_MSN_DEN_0_0,-7,-6,1764871140,1764878760,3420,3060,3060,166,3060,false,128,11,0,117,0,128,2764800,"[UA_1575_2025-12-04_DEN_PHL_0_0, UA_2637_2025-12-04_DEN_GRR_0_0, UA_338_2025-12-04_DEN_BDL_0_0, UA_1003_2025-12-04_DEN_CHS_0_0, UA_1460_2025-12-04_DEN_CMH_0_0, UA_221_2025-12-04_DEN_ELP_0_0, UA_318_2025-12-04_DEN_EUG_0_0, UA_1415_2025-12-04_DEN_SMF_0_0, UA_639_2025-12-04_DEN_MSO_0_0, UA_1350_2025-12-04_DEN_DFW_0_0, UA_1547_2025-12-04_DEN_FCA_0_0, UA_2265_2025-12-04_DEN_DSM_0_0, UA_445_2025-12-04_DEN_OMA_0_0, UA_1217_2025-12-04_DEN_DRO_0_0, UA_1586_2025-12-04_DEN_OMA_0_0, UA_741_2025-12-04_DEN_BZN_0_0, UA_2742_2025-12-04_DEN_TUS_0_0, UA_2459_2025-12-04_DEN_YYC_0_0, UA_1476_2025-12-04_DEN_TUS_0_0]",DEN,202
UA_1784_2025-12-04_MSN_DEN_0_0,1784MSN2025-12-04,202,2025-12-04,MSN,DEN,1764882540,1764891900,UA_1235_2025-12-04_DEN_MSN_0_0,UA_2350_2025-12-04_DEN_SYR_0_0,-6,-7,1764882540,1764891900,3060,3060,3060,166,3060,false,155,12,0,143,69,155,3348000,,MSN,202
UA_2350_2025-12-04_DEN_SYR_0_0,2350DEN2025-12-04,202,2025-12-04,DEN,SYR,1764896100,1764908100,UA_1784_2025-12-04_MSN_DEN_0_0,,-7,-5,1764896100,1764908100,3420,3060,3060,166,3060,false,104,12,0,92,0,104,2246400,"[UA_1374_2025-12-04_DEN_FLL_0_0, UA_2076_2025-12-04_DEN_MSP_0_0, UA_431_2025-12-04_DEN_GJT_0_0, UA_1236_2025-12-04_DEN_PHX_0_0, UA_756_2025-12-04_DEN_FAT_0_0, UA_2324_2025-12-04_DEN_CID_0_0, UA_1153_2025-12-04_DEN_ELP_0_0, UA_423_2025-12-04_DEN_GRR_0_0, UA_331_2025-12-04_DEN_MIA_0_0, UA_1422_2025-12-04_DEN_STL_0_0, UA_2644_2025-12-04_DEN_PSP_0_0, UA_2660_2025-12-04_DEN_SBA_0_0, UA_2187_2025-12-04_DEN_SJC_0_0, UA_507_2025-12-04_DEN_RSW_0_0, UA_2375_2025-12-04_DEN_AUS_0_0, UA_1110_2025-12-04_DEN_SAT_0_0, UA_1615_2025-12-04_DEN_CVG_0_0, UA_506_2025-12-04_DEN_MCI_0_0]",DEN,202
UA_684_2025-12-02_SRQ_ORD_0_0,684SRQ2025-12-02,203,2025-12-02,SRQ,ORD,1764685800,1764696780,,UA_561_2025-12-02_ORD_MCI_0_0,-5,-6,1764685800,1764696780,5100,3060,3060,166,3060,false,156,14,0,142,47,156,3369600,,,0000
UA_561_2025-12-02_ORD_MCI_0_0,561ORD2025-12-02,203,2025-12-02,ORD,MCI,1764701100,1764706860,UA_684_2025-12-02_SRQ_ORD_0_0,UA_303_2025-12-02_MCI_ORD_0_0,-6,-6,1764701100,1764706860,3420,3060,3060,166,3060,false,165,15,0,150,0,165,3564000,"[UA_399_2025-12-02_ORD_BOS_0_0, UA_2661_2025-12-02_ORD_LGA_0_0, UA_398_2025-12-02_ORD_LGA_0_0, UA_1045_2025-12-02_ORD_LGA_0_0, UA_441_2025-12-02_ORD_DFW_0_0, UA_1054_2025-12-02_ORD_YVR_0_0]",ORD,203
UA_303_2025-12-02_MCI_ORD_0_0,303MCI2025-12-02,203,2025-12-02,MCI,ORD,1764710700,1764716580,UA_561_2025-12-02_ORD_MCI_0_0,UA_1182_2025-12-02_ORD_LGA_0_0,-6,-6,1764710700,1764716580,3060,3060,3060,166,3060,false,163,13,0,150,96,163,3520800,,MCI,203
UA_1182_2025-12-02_ORD_LGA_0_0,1182ORD2025-12-02,203,2025-12-02,ORD,LGA,1764727200,1764735360,UA_303_2025-12-02_MCI_ORD_0_0,MX_203_2025-12-02_LGA_LGA_false,-6,-5,1764727200,1764735360,3420,3060,3060,166,3060,false,147,13,0,134,0,147,3175200,"[UA_2485_2025-12-02_ORD_FSD_0_0, UA_2622_2025-12-02_ORD_MSY_0_0, UA_2329_2025-12-02_ORD_LGA_0_0, UA_2627_2025-12-02_ORD_MSP_0_0, UA_1437_2025-12-02_ORD_LGA_0_0, UA_1084_2025-12-02_ORD_SAV_0_0, UA_1828_2025-12-02_ORD_SMF_0_0, UA_630_2025-12-02_ORD_MSN_0_0, UA_2147_2025-12-02_ORD_ALB_0_0, UA_1776_2025-12-02_ORD_PHL_0_0]",ORD,203
MX_203_2025-12-02_LGA_LGA_false,MX_203_2025-12-02_LGA_LGA_false,203,2025-12-02,LGA,LGA,1764735360,1764756960,UA_1182_2025-12-02_ORD_LGA_0_0,UA_2371_2025-12-03_LGA_IAH_0_0,,,1764735360,1764756960,5100,5100,5100,,0,true,,,,,,,,,LGA,203
UA_2371_2025-12-03_LGA_IAH_0_0,2371LGA2025-12-03,203,2025-12-03,LGA,IAH,1764765900,1764781020,MX_203_2025-12-02_LGA_LGA_false,MX_203_2025-12-03_IAH_IAH_true,-5,-6,1764765900,1764781020,5100,3060,3060,166,3060,false,118,15,0,103,51,118,2548800,"[UA_1310_2025-12-03_LGA_ORD_0_0, UA_2693_2025-12-03_LGA_ORD_0_0, UA_2617_2025-12-03_LGA_IAH_0_0, UA_304_2025-12-03_LGA_ORD_0_0, UA_2389_2025-12-03_LGA_ORD_0_0]",LGA,203
MX_203_2025-12-03_IAH_IAH_true,MX_203_2025-12-03_IAH_IAH_true,203,2025-12-03,IAH,IAH,1764781020,1764791820,UA_2371_2025-12-03_LGA_IAH_0_0,UA_2259_2025-12-03_IAH_OKC_0_0,,,1764781020,1764791820,5100,5100,5100,,0,true,,,,,,,,,IAH,203
UA_2259_2025-12-03_IAH_OKC_0_0,2259IAH2025-12-03,203,2025-12-03,IAH,OKC,1764794100,1764799680,MX_203_2025-12-03_IAH_IAH_true,UA_1117_2025-12-03_OKC_IAH_0_0,-6,-6,1764794100,1764799680,3420,3060,3060,166,3060,false,64,15,0,49,0,64,1382400,"[UA_1902_2025-12-03_IAH_GUA_0_0, UA_1687_2025-12-03_IAH_IND_0_0, UA_1798_2025-12-03_IAH_PHX_0_0, UA_277_2025-12-03_IAH_FLL_0_0, UA_1998_2025-12-03_IAH_LGA_0_0, UA_1571_2025-12-03_IAH_MCO_0_0, UA_2385_2025-12-03_IAH_MSY_0_0, UA_2181_2025-12-03_IAH_LGA_0_0, UA_1737_2025-12-03_IAH_LIR_0_0, UA_654_2025-12-03_IAH_DCA_0_0, UA_1540_2025-12-03_IAH_DCA_0_0, UA_1569_2025-12-03_IAH_BZE_0_0, UA_2258_2025-12-03_IAH_TPA_0_0]",IAH,203
UA_1117_2025-12-03_OKC_IAH_0_0,1117OKC2025-12-03,203,2025-12-03,OKC,IAH,1764804180,1764809760,UA_2259_2025-12-03_IAH_OKC_0_0,UA_2090_2025-12-03_IAH_OMA_0_0,-6,-6,1764804180,1764809760,3060,3060,3060,166,3060,false,82,15,0,67,33,82,1771200,,OKC,203
UA_2090_2025-12-03_IAH_OMA_0_0,2090IAH2025-12-03,203,2025-12-03,IAH,OMA,1764814260,1764822480,UA_1117_2025-12-03_OKC_IAH_0_0,UA_1429_2025-12-04_OMA_IAH_0_0,-6,-6,1764814260,1764822480,3420,3060,3060,166,3060,false,76,8,0,68,0,76,1641600,"[UA_2069_2025-12-03_IAH_CVG_0_0, UA_1542_2025-12-03_IAH_SAT_0_0, UA_1179_2025-12-03_IAH_AUS_0_0, UA_2157_2025-12-03_IAH_SLC_0_0, UA_1764_2025-12-03_IAH_DCA_0_0, UA_2659_2025-12-03_IAH_LGA_0_0, UA_1998_2025-12-03_IAH_LGA_0_0, UA_517_2025-12-03_IAH_PBI_0_0, UA_2111_2025-12-03_IAH_MSP_0_0, UA_1929_2025-12-03_IAH_MIA_0_0, UA_1532_2025-12-03_IAH_MGA_0_0, UA_2339_2025-12-03_IAH_LAS_0_0, UA_465_2025-12-03_IAH_IND_0_0]",IAH,203
UA_1429_2025-12-04_OMA_IAH_0_0,1429OMA2025-12-04,203,2025-12-04,OMA,IAH,1764849600,1764858540,UA_2090_2025-12-03_IAH_OMA_0_0,UA_1486_2025-12-04_IAH_BOS_0_0,-6,-6,1764849600,1764858540,5100,3060,3060,166,3060,false,124,11,0,113,119,124,2678400,[UA_293_2025-12-04_OMA_ORD_0_0],OMA,203
UA_1486_2025-12-04_IAH_BOS_0_0,1486IAH2025-12-04,203,2025-12-04,IAH,BOS,1764864840,1764878340,UA_1429_2025-12-04_OMA_IAH_0_0,UA_434_2025-12-04_BOS_IAH_0_0,-6,-5,1764864840,1764878340,3420,3060,3060,166,3060,false,121,13,0,108,1,121,2613600,"[UA_1438_2025-12-04_IAH_SJD_0_0, UA_2311_2025-12-04_IAH_DCA_0_0, UA_759_2025-12-04_IAH_MIA_0_0, UA_1895_2025-12-04_IAH_LGA_0_0, UA_512_2025-12-04_IAH_DCA_0_0, UA_1687_2025-12-04_IAH_IND_0_0, UA_1919_2025-12-04_IAH_CZM_0_0, UA_2181_2025-12-04_IAH_LGA_0_0, UA_2675_2025-12-04_IAH_PIT_0_0, UA_2744_2025-12-04_IAH_SMF_0_0, UA_654_2025-12-04_IAH_DCA_0_0, UA_1600_2025-12-04_IAH_TQO_0_0, UA_1569_2025-12-04_IAH_BZE_0_0, UA_2490_2025-12-04_IAH_SEA_0_0, UA_1264_2025-12-04_IAH_LAS_0_0, UA_2385_2025-12-04_IAH_MSY_0_0, UA_740_2025-12-04_IAH_PDX_0_0, UA_1454_2025-12-04_IAH_NAS_0_0]",IAH,203
UA_434_2025-12-04_BOS_IAH_0_0,434BOS2025-12-04,203,2025-12-04,BOS,IAH,1764884400,1764901080,UA_1486_2025-12-04_IAH_BOS_0_0,UA_1179_2025-12-04_IAH_AUS_0_0,-5,-6,1764884400,1764901080,3060,3060,3060,166,3060,false,89,13,0,76,8,89,1922400,[UA_721_2025-12-04_BOS_IAD_0_0],BOS,203
