ops_fid,flight_id,aid,sch_date,sch_st_dep,sch_st_arr,epoch_sch_dep,epoch_sch_arr,prev_ops_fid,next_ops_fid,gmt_offset_dep,gmt_offset_arr,epoch_est_dep,epoch_est_arr,turn,ops_mst_calc,sch_mst_calc,total_seat,prev_turn_time,is_mx,total_pax,J_pax,O_pax,Y_pax,num_connx_pax,delay_penalty,cancel_penalty,swap_options,prev_station,prev_aid
UA_220_2025-09-19_AUS_IAH_0_0,220AUS2025-09-19,4871,2025-09-19,AUS,IAH,1758277800,1758281220,,UA_1962_2025-09-19_IAH_ATL_0_0,-5,-5,1758277800,1758281220,5100,2580,2580,126,2580,false,122,11,0,111,119,122,2635200,[UA_1760_2025-09-19_AUS_EWR_0_0],,0000
UA_1962_2025-09-19_IAH_ATL_0_0,1962IAH2025-09-19,4871,2025-09-19,IAH,ATL,1758285060,1758292920,UA_220_2025-09-19_AUS_IAH_0_0,UA_222_2025-09-19_ATL_IAH_0_0,-5,-4,1758285060,1758292920,2880,2580,2580,126,2580,false,125,12,0,113,0,125,2700000,"[UA_2256_2025-09-19_IAH_MTY_0_0, UA_3932_2025-09-19_IAH_DEN_0_0, UA_1688_2025-09-19_IAH_YYZ_0_0, UA_1060_2025-09-19_IAH_MEX_0_0, UA_1934_2025-09-19_IAH_CLE_0_0]",IAH,4871
UA_222_2025-09-19_ATL_IAH_0_0,222ATL2025-09-19,4871,2025-09-19,ATL,IAH,1758297600,1758305820,UA_1962_2025-09-19_IAH_ATL_0_0,UA_1028_2025-09-19_IAH_MEX_0_0,-4,-5,1758297600,1758305820,2520,2580,2580,126,2580,false,116,11,0,105,49,116,2505600,,ATL,4871
UA_1028_2025-09-19_IAH_MEX_0_0,1028IAH2025-09-19,4871,2025-09-19,IAH,MEX,1758316980,1758325800,UA_222_2025-09-19_ATL_IAH_0_0,MX_4871_2025-09-19_MEX_MEX_false,-5,-6,1758316980,1758325800,2880,3120,3120,126,2580,false,60,10,0,50,0,60,1296000,"[UA_1711_2025-09-19_IAH_AUS_0_0, UA_2472_2025-09-19_IAH_DCA_0_0, UA_1388_2025-09-19_IAH_DFW_0_0]",IAH,4871
MX_4871_2025-09-19_MEX_MEX_false,MX_4871_2025-09-19_MEX_MEX_false,4871,2025-09-19,MEX,MEX,1758325800,1758361800,UA_1028_2025-09-19_IAH_MEX_0_0,UA_428_2025-09-20_MEX_IAH_0_0,,,1758325800,1758361800,5100,5100,5100,,0,true,,,,,,,,,MEX,4871
UA_428_2025-09-20_MEX_IAH_0_0,428MEX2025-09-20,4871,2025-09-20,MEX,IAH,1758371400,1758380820,MX_4871_2025-09-19_MEX_MEX_false,UA_2675_2025-09-20_IAH_PIT_0_0,-6,-5,1758371400,1758380820,5100,2880,2880,126,3120,false,109,9,0,100,87,109,2354400,,MEX,4871
UA_2675_2025-09-20_IAH_PIT_0_0,2675IAH2025-09-20,4871,2025-09-20,IAH,PIT,1758387600,1758397980,UA_428_2025-09-20_MEX_IAH_0_0,UA_2491_2025-09-21_PIT_IAH_0_0,-5,-4,1758387600,1758397980,3600,3480,3480,126,2880,false,103,8,0,95,0,103,2224800,"[UA_2242_2025-09-20_IAH_SLC_0_0, UA_1823_2025-09-20_IAH_SLC_0_0, UA_2045_2025-09-20_IAH_IAD_0_0]",IAH,4871
UA_2491_2025-09-21_PIT_IAH_0_0,2491PIT2025-09-21,4871,2025-09-21,PIT,IAH,1758449400,1758460320,UA_2675_2025-09-20_IAH_PIT_0_0,UA_1594_2025-09-21_IAH_DFW_0_0,-4,-5,1758449400,1758460320,5100,2580,2580,126,3480,false,72,5,0,67,37,72,1555200,,PIT,4871
UA_1594_2025-09-21_IAH_DFW_0_0,1594IAH2025-09-21,4871,2025-09-21,IAH,DFW,1758465960,1758470940,UA_2491_2025-09-21_PIT_IAH_0_0,UA_2112_2025-09-21_DFW_IAH_0_0,-5,-5,1758465960,1758470940,2880,2580,2580,126,2580,false,101,8,0,93,2,101,2181600,"[UA_2242_2025-09-21_IAH_SLC_0_0, UA_2118_2025-09-21_IAH_BJX_0_0, UA_1060_2025-09-21_IAH_MEX_0_0, UA_1823_2025-09-21_IAH_SLC_0_0, UA_794_2025-09-21_IAH_MAF_0_0]",IAH,4871
UA_2112_2025-09-21_DFW_IAH_0_0,2112DFW2025-09-21,4871,2025-09-21,DFW,IAH,1758474300,1758478740,UA_1594_2025-09-21_IAH_DFW_0_0,UA_1455_2025-09-21_IAH_SAT_0_0,-5,-5,1758474300,1758478740,2520,2580,2580,126,2580,false,112,12,0,100,55,112,2419200,,DFW,4871
UA_1455_2025-09-21_IAH_SAT_0_0,1455IAH2025-09-21,4871,2025-09-21,IAH,SAT,1758482400,1758486360,UA_2112_2025-09-21_DFW_IAH_0_0,UA_2157_2025-09-21_SAT_IAH_0_0,-5,-5,1758482400,1758486360,2880,2580,2580,126,2580,false,120,12,0,108,0,120,2592000,"[UA_1711_2025-09-21_IAH_AUS_0_0, UA_1028_2025-09-21_IAH_MEX_0_0, UA_1823_2025-09-21_IAH_SLC_0_0]",IAH,4871
UA_2157_2025-09-21_SAT_IAH_0_0,2157SAT2025-09-21,4871,2025-09-21,SAT,IAH,1758489720,1758493500,UA_1455_2025-09-21_IAH_SAT_0_0,UA_1794_2025-09-21_IAH_MEM_0_0,-5,-5,1758489720,1758493500,2520,2580,2580,126,2580,false,126,11,0,115,119,126,2721600,,SAT,4871
UA_1794_2025-09-21_IAH_MEM_0_0,1794IAH2025-09-21,4871,2025-09-21,IAH,MEM,1758502380,1758508620,UA_2157_2025-09-21_SAT_IAH_0_0,,-5,-5,1758502380,1758508620,2880,2580,2580,126,2580,false,124,10,0,114,0,124,2678400,"[UA_1475_2025-09-21_IAH_SAT_0_0, UA_2119_2025-09-21_IAH_SEA_0_0, UA_313_2025-09-21_IAH_YYZ_0_0, UA_429_2025-09-21_IAH_MEX_0_0]",IAH,4871
UA_469_2025-09-19_SAT_IAH_0_0,469SAT2025-09-19,4872,2025-09-19,SAT,IAH,1758277800,1758281640,,UA_1934_2025-09-19_IAH_CLE_0_0,-5,-5,1758277800,1758281640,5100,2760,2580,126,3480,false,114,11,0,103,107,114,2462400,,,0000
UA_1934_2025-09-19_IAH_CLE_0_0,1934IAH2025-09-19,4872,2025-09-19,IAH,CLE,1758285300,1758295620,UA_469_2025-09-19_SAT_IAH_0_0,UA_1004_2025-09-19_CLE_EWR_0_0,-5,-4,1758285300,1758295620,2880,2580,2580,126,2580,false,120,12,0,108,0,120,2592000,"[UA_2256_2025-09-19_IAH_MTY_0_0, UA_3932_2025-09-19_IAH_DEN_0_0, UA_1688_2025-09-19_IAH_YYZ_0_0, UA_1060_2025-09-19_IAH_MEX_0_0, UA_1962_2025-09-19_IAH_ATL_0_0]",IAH,4872
UA_1004_2025-09-19_CLE_EWR_0_0,1004CLE2025-09-19,4872,2025-09-19,CLE,EWR,1758299040,1758304740,UA_1934_2025-09-19_IAH_CLE_0_0,UA_1004_2025-09-19_EWR_CLT_0_0,-4,-4,1758299040,1758304740,2520,2580,2580,126,2580,false,124,11,0,113,57,124,2678400,,CLE,4872
UA_1004_2025-09-19_EWR_CLT_0_0,1004EWR2025-09-19,4872,2025-09-19,EWR,CLT,1758312000,1758319260,UA_1004_2025-09-19_CLE_EWR_0_0,UA_2094_2025-09-19_CLT_EWR_0_0,-4,-4,1758312000,1758319260,2880,2580,2580,126,2580,false,122,12,0,110,1,122,2635200,,EWR,4872
UA_2094_2025-09-19_CLT_EWR_0_0,2094CLT2025-09-19,4872,2025-09-19,CLT,EWR,1758326460,1758333600,UA_1004_2025-09-19_EWR_CLT_0_0,UA_1890_2025-09-20_EWR_RDU_0_0,-4,-4,1758326460,1758333600,2520,2580,2580,126,2580,false,40,9,0,31,1,40,864000,,CLT,4872
UA_1890_2025-09-20_EWR_RDU_0_0,1890EWR2025-09-20,4872,2025-09-20,EWR,RDU,1758365100,1758371160,UA_2094_2025-09-19_CLT_EWR_0_0,UA_247_2025-09-20_RDU_ORD_0_0,-4,-4,1758365100,1758371160,5100,2580,2580,126,2580,false,113,10,0,103,0,113,2440800,,EWR,4872
UA_247_2025-09-20_RDU_ORD_0_0,247RDU2025-09-20,4872,2025-09-20,RDU,ORD,1758376800,1758385380,UA_1890_2025-09-20_EWR_RDU_0_0,UA_1525_2025-09-20_ORD_AUS_0_0,-4,-5,1758376800,1758385380,2520,2580,2580,126,2580,false,122,9,0,113,30,122,2635200,,RDU,4872
UA_1525_2025-09-20_ORD_AUS_0_0,1525ORD2025-09-20,4872,2025-09-20,ORD,AUS,1758392100,1758402300,UA_247_2025-09-20_RDU_ORD_0_0,UA_1878_2025-09-21_AUS_ORD_0_0,-5,-5,1758392100,1758402300,2880,2580,2580,126,2580,false,115,10,0,105,2,115,2484000,"[UA_623_2025-09-20_ORD_ALB_0_0, UA_1478_2025-09-20_ORD_YEG_0_0, UA_1307_2025-09-20_ORD_MDT_0_0]",ORD,4872
UA_1878_2025-09-21_AUS_ORD_0_0,1878AUS2025-09-21,4872,2025-09-21,AUS,ORD,1758456000,1758466500,UA_1525_2025-09-20_ORD_AUS_0_0,UA_233_2025-09-21_ORD_TVC_0_0,-5,-5,1758456000,1758466500,5100,2580,2580,126,2580,false,122,12,0,110,52,122,2635200,[UA_220_2025-09-21_AUS_IAH_0_0],AUS,4872
UA_233_2025-09-21_ORD_TVC_0_0,233ORD2025-09-21,4872,2025-09-21,ORD,TVC,1758470640,1758475140,UA_1878_2025-09-21_AUS_ORD_0_0,UA_2439_2025-09-21_TVC_ORD_0_0,-5,-4,1758470640,1758475140,2880,2580,2580,126,2580,false,90,5,0,85,0,90,1944000,"[UA_2144_2025-09-21_ORD_YYZ_0_0, UA_2653_2025-09-21_ORD_RDU_0_0, UA_442_2025-09-21_ORD_ORF_0_0, UA_2635_2025-09-21_ORD_CLT_0_0, UA_2164_2025-09-21_ORD_ABQ_0_0, UA_2455_2025-09-21_ORD_SAV_0_0]",ORD,4872
UA_2439_2025-09-21_TVC_ORD_0_0,2439TVC2025-09-21,4872,2025-09-21,TVC,ORD,1758478500,1758483540,UA_233_2025-09-21_ORD_TVC_0_0,UA_793_2025-09-21_ORD_DFW_0_0,-4,-5,1758478500,1758483540,2520,2580,2580,126,2580,false,123,11,0,112,79,123,2656800,,TVC,4872
UA_793_2025-09-21_ORD_DFW_0_0,793ORD2025-09-21,4872,2025-09-21,ORD,DFW,1758487800,1758497220,UA_2439_2025-09-21_TVC_ORD_0_0,UA_1718_2025-09-21_DFW_ORD_0_0,-5,-5,1758487800,1758497220,2880,2580,2580,126,2580,false,124,9,0,115,0,124,2678400,"[UA_2144_2025-09-21_ORD_YYZ_0_0, UA_2635_2025-09-21_ORD_CLT_0_0, UA_1558_2025-09-21_ORD_CHS_0_0]",ORD,4872
UA_1718_2025-09-21_DFW_ORD_0_0,1718DFW2025-09-21,4872,2025-09-21,DFW,ORD,1758500700,1758509880,UA_793_2025-09-21_ORD_DFW_0_0,MX_4872_2025-09-21_ORD_ORD_false,-5,-5,1758500700,1758509880,2520,2580,2580,126,2580,false,120,11,0,109,4,120,2592000,"[UA_1184_2025-09-21_DFW_SFO_0_0, UA_1961_2025-09-21_DFW_DEN_0_0]",DFW,4872
MX_4872_2025-09-21_ORD_ORD_false,MX_4872_2025-09-21_ORD_ORD_false,4872,2025-09-21,ORD,ORD,1758509880,1758538680,UA_1718_2025-09-21_DFW_ORD_0_0,,,,1758509880,1758538680,5100,5100,5100,,0,true,,,,,,,,,ORD,4872
UA_1697_2025-09-19_EUG_SFO_0_0,1697EUG2025-09-19,4873,2025-09-19,EUG,SFO,1758286800,1758292560,,UA_499_2025-09-19_SFO_BNA_0_0,-7,-7,1758286800,1758292560,5100,2580,2580,126,2580,false,68,12,0,56,49,68,1468800,,,0000
UA_499_2025-09-19_SFO_BNA_0_0,499SFO2025-09-19,4873,2025-09-19,SFO,BNA,1758297600,1758313740,UA_1697_2025-09-19_EUG_SFO_0_0,UA_2142_2025-09-19_BNA_SFO_0_0,-7,-5,1758297600,1758313740,2880,2580,2580,126,2580,false,116,11,0,105,0,116,2505600,"[UA_1595_2025-09-19_SFO_CMH_0_0, UA_1027_2025-09-19_SFO_PDX_0_0, UA_2448_2025-09-19_SFO_JAC_0_0, UA_1531_2025-09-19_SFO_MSP_0_0]",SFO,4873
UA_2142_2025-09-19_BNA_SFO_0_0,2142BNA2025-09-19,4873,2025-09-19,BNA,SFO,1758318900,1758336180,UA_499_2025-09-19_SFO_BNA_0_0,UA_653_2025-09-19_SFO_PDX_0_0,-5,-7,1758318900,1758336180,2520,2580,2580,126,2580,false,125,12,0,113,25,125,2700000,[UA_264_2025-09-19_BNA_EWR_0_0],BNA,4873
UA_653_2025-09-19_SFO_PDX_0_0,653SFO2025-09-19,4873,2025-09-19,SFO,PDX,1758340200,1758346620,UA_2142_2025-09-19_BNA_SFO_0_0,UA_1660_2025-09-20_PDX_SFO_0_0,-7,-7,1758340200,1758346620,2880,2580,2580,126,2580,false,119,8,0,111,0,119,2570400,"[UA_2216_2025-09-19_SFO_BUR_0_0, UA_1743_2025-09-19_SFO_SBA_0_0, UA_210_2025-09-19_SFO_ONT_0_0]",SFO,4873
UA_1660_2025-09-20_PDX_SFO_0_0,1660PDX2025-09-20,4873,2025-09-20,PDX,SFO,1758379500,1758386280,UA_653_2025-09-19_SFO_PDX_0_0,UA_1517_2025-09-20_SFO_DFW_0_0,-7,-7,1758379500,1758386280,5100,2580,2580,126,2580,false,108,9,0,99,77,108,2332800,,PDX,4873
UA_1517_2025-09-20_SFO_DFW_0_0,1517SFO2025-09-20,4873,2025-09-20,SFO,DFW,1758390000,1758403320,UA_1660_2025-09-20_PDX_SFO_0_0,UA_1609_2025-09-20_DFW_IAH_0_0,-7,-5,1758390000,1758403320,2880,2580,2580,126,2580,false,108,10,0,98,2,108,2332800,"[UA_1245_2025-09-20_SFO_BOI_0_0, UA_2380_2025-09-20_SFO_DTW_0_0, UA_499_2025-09-20_SFO_BNA_0_0, UA_1417_2025-09-20_SFO_SEA_0_0]",SFO,4873
UA_1609_2025-09-20_DFW_IAH_0_0,1609DFW2025-09-20,4873,2025-09-20,DFW,IAH,1758407100,1758411780,UA_1517_2025-09-20_SFO_DFW_0_0,UA_465_2025-09-20_IAH_IND_0_0,-5,-5,1758407100,1758411780,2520,2580,2580,126,2580,false,33,8,0,25,14,33,712800,[UA_2682_2025-09-20_DFW_IAH_0_0],DFW,4873
UA_465_2025-09-20_IAH_IND_0_0,465IAH2025-09-20,4873,2025-09-20,IAH,IND,1758416580,1758425280,UA_1609_2025-09-20_DFW_IAH_0_0,UA_2227_2025-09-21_IND_IAH_0_0,-5,-4,1758416580,1758425280,2880,3060,2580,126,2580,false,81,9,0,72,0,81,1749600,"[UA_313_2025-09-20_IAH_YYZ_0_0, UA_429_2025-09-20_IAH_MEX_0_0, UA_2352_2025-09-20_IAH_IAD_0_0, UA_1533_2025-09-20_IAH_AUS_0_0]",IAH,4873
UA_2227_2025-09-21_IND_IAH_0_0,2227IND2025-09-21,4873,2025-09-21,IND,IAH,1758452400,1758461580,UA_465_2025-09-20_IAH_IND_0_0,UA_1060_2025-09-21_IAH_MEX_0_0,-4,-5,1758452400,1758461580,5100,2580,2580,126,2580,false,125,12,0,113,93,125,2700000,,IND,4873
UA_1060_2025-09-21_IAH_MEX_0_0,1060IAH2025-09-21,4873,2025-09-21,IAH,MEX,1758464820,1758473100,UA_2227_2025-09-21_IND_IAH_0_0,UA_1091_2025-09-21_MEX_IAH_0_0,-5,-6,1758464820,1758473100,2880,3120,3120,126,2580,false,120,10,0,110,2,120,2592000,"[UA_2242_2025-09-21_IAH_SLC_0_0, UA_2118_2025-09-21_IAH_BJX_0_0, UA_1594_2025-09-21_IAH_DFW_0_0, UA_794_2025-09-21_IAH_MAF_0_0]",IAH,4873
UA_1091_2025-09-21_MEX_IAH_0_0,1091MEX2025-09-21,4873,2025-09-21,MEX,IAH,1758476100,1758484320,UA_1060_2025-09-21_IAH_MEX_0_0,UA_1028_2025-09-21_IAH_MEX_0_0,-6,-5,1758476100,1758484320,3000,2880,2880,126,3120,false,118,10,0,108,57,118,2548800,,MEX,4873
UA_1028_2025-09-21_IAH_MEX_0_0,1028IAH2025-09-21,4873,2025-09-21,IAH,MEX,1758489780,1758498600,UA_1091_2025-09-21_MEX_IAH_0_0,MX_4873_2025-09-21_MEX_MEX_false,-5,-6,1758489780,1758498600,3600,3480,3480,126,2880,false,61,11,0,50,0,61,1317600,"[UA_2119_2025-09-21_IAH_SEA_0_0, UA_1711_2025-09-21_IAH_AUS_0_0, UA_313_2025-09-21_IAH_YYZ_0_0, UA_1455_2025-09-21_IAH_SAT_0_0]",IAH,4873
MX_4873_2025-09-21_MEX_MEX_false,MX_4873_2025-09-21_MEX_MEX_false,4873,2025-09-21,MEX,MEX,1758498600,1758534600,UA_1028_2025-09-21_IAH_MEX_0_0,,,,1758498600,1758534600,5100,5100,5100,,0,true,,,,,,,,,MEX,4873
UA_2471_2025-09-19_ORD_JAX_0_0,2471ORD2025-09-19,4874,2025-09-19,ORD,JAX,1758283200,1758291900,,UA_1239_2025-09-19_JAX_ORD_0_0,-5,-4,1758283200,1758291900,5100,2580,2580,126,2580,false,111,12,0,99,0,111,2397600,[UA_1139_2025-09-19_ORD_DSM_0_0],,0000
UA_1239_2025-09-19_JAX_ORD_0_0,1239JAX2025-09-19,4874,2025-09-19,JAX,ORD,1758295800,1758305700,UA_2471_2025-09-19_ORD_JAX_0_0,UA_2329_2025-09-19_ORD_DTW_0_0,-4,-5,1758295800,1758305700,2520,2580,2580,126,2580,false,124,11,0,113,42,124,2678400,,JAX,4874
UA_2329_2025-09-19_ORD_DTW_0_0,2329ORD2025-09-19,4874,2025-09-19,ORD,DTW,1758309600,1758314760,UA_1239_2025-09-19_JAX_ORD_0_0,UA_426_2025-09-19_DTW_ORD_0_0,-5,-4,1758309600,1758314760,2880,2580,2580,126,2580,false,118,11,0,107,0,118,2548800,"[UA_2091_2025-09-19_ORD_DSM_0_0, UA_442_2025-09-19_ORD_ORF_0_0, UA_1941_2025-09-19_ORD_CVG_0_0]",ORD,4874
UA_426_2025-09-19_DTW_ORD_0_0,426DTW2025-09-19,4874,2025-09-19,DTW,ORD,1758318840,1758324060,UA_2329_2025-09-19_ORD_DTW_0_0,UA_1991_2025-09-19_ORD_ABQ_0_0,-4,-5,1758318840,1758324060,2520,2580,2580,126,2580,false,116,11,0,105,74,116,2505600,,DTW,4874
UA_1991_2025-09-19_ORD_ABQ_0_0,1991ORD2025-09-19,4874,2025-09-19,ORD,ABQ,1758328680,1758340440,UA_426_2025-09-19_DTW_ORD_0_0,MX_4874_2025-09-19_ABQ_ABQ_false,-5,-6,1758328680,1758340440,2880,2580,2580,126,2580,false,107,10,0,97,0,107,2311200,"[UA_1069_2025-09-19_ORD_DTW_0_0, UA_661_2025-09-19_ORD_DSM_0_0]",ORD,4874
MX_4874_2025-09-19_ABQ_ABQ_false,MX_4874_2025-09-19_ABQ_ABQ_false,4874,2025-09-19,ABQ,ABQ,1758340440,1758369240,UA_1991_2025-09-19_ORD_ABQ_0_0,UA_1596_2025-09-20_ABQ_ORD_0_0,,,1758340440,1758369240,5100,5100,5100,,0,true,,,,,,,,,ABQ,4874
UA_1596_2025-09-20_ABQ_ORD_0_0,1596ABQ2025-09-20,4874,2025-09-20,ABQ,ORD,1758378000,1758388740,MX_4874_2025-09-19_ABQ_ABQ_false,UA_1307_2025-09-20_ORD_MDT_0_0,-6,-5,1758378000,1758388740,5100,2580,2580,126,2580,false,123,12,0,111,85,123,2656800,,ABQ,4874
UA_1307_2025-09-20_ORD_MDT_0_0,1307ORD2025-09-20,4874,2025-09-20,ORD,MDT,1758394500,1758401640,UA_1596_2025-09-20_ABQ_ORD_0_0,UA_2684_2025-09-21_MDT_ORD_0_0,-5,-4,1758394500,1758401640,2880,2580,2580,126,2580,false,124,9,0,115,0,124,2678400,"[UA_623_2025-09-20_ORD_ALB_0_0, UA_1478_2025-09-20_ORD_YEG_0_0, UA_1525_2025-09-20_ORD_AUS_0_0]",ORD,4874
UA_2684_2025-09-21_MDT_ORD_0_0,2684MDT2025-09-21,4874,2025-09-21,MDT,ORD,1758451500,1758459180,UA_1307_2025-09-20_ORD_MDT_0_0,UA_2455_2025-09-21_ORD_SAV_0_0,-4,-5,1758451500,1758459180,5100,2580,2580,126,2580,false,121,9,0,112,108,121,2613600,,MDT,4874
UA_2455_2025-09-21_ORD_SAV_0_0,2455ORD2025-09-21,4874,2025-09-21,ORD,SAV,1758462900,1758471540,UA_2684_2025-09-21_MDT_ORD_0_0,UA_754_2025-09-21_SAV_ORD_0_0,-5,-4,1758462900,1758471540,2880,2580,2580,126,2580,false,78,9,0,69,0,78,1684800,"[UA_473_2025-09-21_ORD_DTW_0_0, UA_2653_2025-09-21_ORD_RDU_0_0, UA_442_2025-09-21_ORD_ORF_0_0, UA_2164_2025-09-21_ORD_ABQ_0_0, UA_233_2025-09-21_ORD_TVC_0_0]",ORD,4874
UA_754_2025-09-21_SAV_ORD_0_0,754SAV2025-09-21,4874,2025-09-21,SAV,ORD,1758474900,1758483900,UA_2455_2025-09-21_ORD_SAV_0_0,UA_1558_2025-09-21_ORD_CHS_0_0,-4,-5,1758474900,1758483900,2520,2580,2580,126,2580,false,126,12,0,114,22,126,2721600,,SAV,4874
UA_1558_2025-09-21_ORD_CHS_0_0,1558ORD2025-09-21,4874,2025-09-21,ORD,CHS,1758487800,1758496080,UA_754_2025-09-21_SAV_ORD_0_0,,-5,-4,1758487800,1758496080,2880,2580,2580,126,2580,false,123,11,0,112,0,123,2656800,"[UA_2144_2025-09-21_ORD_YYZ_0_0, UA_2635_2025-09-21_ORD_CLT_0_0, UA_793_2025-09-21_ORD_DFW_0_0]",ORD,4874
UA_1531_2025-09-19_SFO_MSP_0_0,1531SFO2025-09-19,4875,2025-09-19,SFO,MSP,1758295800,1758309420,,UA_1214_2025-09-19_MSP_SFO_0_0,-7,-5,1758295800,1758309420,5100,2580,2580,126,2580,false,120,12,0,108,1,120,2592000,"[UA_1595_2025-09-19_SFO_CMH_0_0, UA_1027_2025-09-19_SFO_PDX_0_0, UA_2448_2025-09-19_SFO_JAC_0_0, UA_499_2025-09-19_SFO_BNA_0_0]",,0000
UA_1214_2025-09-19_MSP_SFO_0_0,1214MSP2025-09-19,4875,2025-09-19,MSP,SFO,1758313200,1758328020,UA_1531_2025-09-19_SFO_MSP_0_0,UA_210_2025-09-19_SFO_ONT_0_0,-5,-7,1758313200,1758328020,2520,2580,2580,126,2580,false,116,12,0,104,27,116,2505600,[UA_2180_2025-09-19_MSP_ORD_0_0],MSP,4875
UA_210_2025-09-19_SFO_ONT_0_0,210SFO2025-09-19,4875,2025-09-19,SFO,ONT,1758334200,1758339180,UA_1214_2025-09-19_MSP_SFO_0_0,UA_2647_2025-09-20_ONT_SFO_0_0,-7,-7,1758334200,1758339180,2880,2580,2580,126,2580,false,118,12,0,106,0,118,2548800,"[UA_2216_2025-09-19_SFO_BUR_0_0, UA_1743_2025-09-19_SFO_SBA_0_0, UA_653_2025-09-19_SFO_PDX_0_0]",SFO,4875
UA_2647_2025-09-20_ONT_SFO_0_0,2647ONT2025-09-20,4875,2025-09-20,ONT,SFO,1758373200,1758377940,UA_210_2025-09-19_SFO_ONT_0_0,UA_1417_2025-09-20_SFO_SEA_0_0,-7,-7,1758373200,1758377940,5100,2580,2580,126,2580,false,119,9,0,110,36,119,2570400,,ONT,4875
UA_1417_2025-09-20_SFO_SEA_0_0,1417SFO2025-09-20,4875,2025-09-20,SFO,SEA,1758387000,1758395220,UA_2647_2025-09-20_ONT_SFO_0_0,UA_1620_2025-09-20_SEA_SFO_0_0,-7,-7,1758387000,1758395220,2880,2580,2580,126,2580,false,120,12,0,108,0,120,2592000,"[UA_1245_2025-09-20_SFO_BOI_0_0, UA_2380_2025-09-20_SFO_DTW_0_0, UA_499_2025-09-20_SFO_BNA_0_0, UA_1517_2025-09-20_SFO_DFW_0_0]",SFO,4875
UA_1620_2025-09-20_SEA_SFO_0_0,1620SEA2025-09-20,4875,2025-09-20,SEA,SFO,1758398700,1758406800,UA_1417_2025-09-20_SFO_SEA_0_0,UA_2339_2025-09-20_SFO_SEA_0_0,-7,-7,1758398700,1758406800,2520,2580,2580,126,2580,false,116,12,0,104,60,116,2505600,,SEA,4875
UA_2339_2025-09-20_SFO_SEA_0_0,2339SFO2025-09-20,4875,2025-09-20,SFO,SEA,1758411300,1758419340,UA_1620_2025-09-20_SEA_SFO_0_0,MX_4875_2025-09-20_SEA_SEA_false,-7,-7,1758411300,1758419340,2880,2580,2580,126,2580,false,71,10,0,61,0,71,1533600,[UA_1174_2025-09-20_SFO_OMA_0_0],SFO,4875
MX_4875_2025-09-20_SEA_SEA_false,MX_4875_2025-09-20_SEA_SEA_false,4875,2025-09-20,SEA,SEA,1758419340,1758448140,UA_2339_2025-09-20_SFO_SEA_0_0,UA_2640_2025-09-21_SEA_SFO_0_0,,,1758419340,1758448140,5100,5100,5100,,0,true,,,,,,,,,SEA,4875
UA_2640_2025-09-21_SEA_SFO_0_0,2640SEA2025-09-21,4875,2025-09-21,SEA,SFO,1758463200,1758471540,MX_4875_2025-09-20_SEA_SEA_false,UA_1957_2025-09-21_SFO_ABQ_0_0,-7,-7,1758463200,1758471540,5100,2580,2580,126,2580,false,118,11,0,107,78,118,2548800,,SEA,4875
UA_1957_2025-09-21_SFO_ABQ_0_0,1957SFO2025-09-21,4875,2025-09-21,SFO,ABQ,1758480840,1758489780,UA_2640_2025-09-21_SEA_SFO_0_0,UA_1016_2025-09-21_ABQ_SFO_0_0,-7,-6,1758480840,1758489780,2880,2580,2580,126,2580,false,122,9,0,113,0,122,2635200,"[UA_336_2025-09-21_SFO_STL_0_0, UA_255_2025-09-21_SFO_AUS_0_0, UA_2448_2025-09-21_SFO_JAC_0_0]",SFO,4875
UA_1016_2025-09-21_ABQ_SFO_0_0,1016ABQ2025-09-21,4875,2025-09-21,ABQ,SFO,1758493140,1758502200,UA_1957_2025-09-21_SFO_ABQ_0_0,,-6,-7,1758493140,1758502200,2520,2580,2580,126,2580,false,122,12,0,110,8,122,2635200,[UA_1968_2025-09-21_ABQ_IAD_0_0],ABQ,4875
UA_2172_2025-09-19_CMH_SFO_0_0,2172CMH2025-09-19,4876,2025-09-19,CMH,SFO,1758286800,1758305040,,UA_255_2025-09-19_SFO_AUS_0_0,-4,-7,1758286800,1758305040,2520,2940,2940,126,2580,false,92,12,0,80,18,92,1987200,,,0000
UA_255_2025-09-19_SFO_AUS_0_0,255SFO2025-09-19,4876,2025-09-19,SFO,AUS,1758312000,1758325020,UA_2172_2025-09-19_CMH_SFO_0_0,UA_789_2025-09-19_AUS_IAH_0_0,-7,-5,1758312000,1758325020,2880,2580,2580,126,2940,false,120,11,0,109,0,120,2592000,"[UA_394_2025-09-19_SFO_SLC_0_0, UA_1668_2025-09-19_SFO_PDX_0_0, UA_2448_2025-09-19_SFO_JAC_0_0]",SFO,4876
UA_789_2025-09-19_AUS_IAH_0_0,789AUS2025-09-19,4876,2025-09-19,AUS,IAH,1758329100,1758332880,UA_255_2025-09-19_SFO_AUS_0_0,UA_1475_2025-09-19_IAH_SAT_0_0,-5,-5,1758329100,1758332880,2520,2580,2580,126,2580,false,41,11,0,30,32,41,885600,"[UA_345_2025-09-19_AUS_DEN_0_0, UA_297_2025-09-19_AUS_DEN_0_0]",AUS,4876
